"Carimbo de data/hora","Em qual instituição você está fazendo pós graduação?","Se você estuda na UFPR, em qual setor você está inserido?  ","Qual sua atividade atual na sua universidade (relacionada à presença nesta disciplina)?","Em qual grande área do conhecimento sua pesquisa está inserida hoje?","Em qual ano você concluiu sua graduação?","Em qual instituição você concluiu sua graduação? (Responda com a sigla da instituição)","De quais programas de graduação você participou?","Se você já concluiu o mestrado, qual o ano de início do mestrado?","Qual o ano de conclusão do seu mestrado?","Em qual instituição você fez seu mestrado?","Quantos artigos (com qualis) você já publicou?","Você é bolsista remunerado de algum programa? Qual?","Quantas disciplinas de Estatística você cursou na graduação?","Quantas disciplinas DIFERENTES de Estatística vc cursou na pós-graduação (mestrado + doutorado) no total? ","Já utilizou algum software com funcionalidades estatísticas?","Qual(is) software(s) com funcionalidades estatísticas você usa ou já usou?","Você vai utilizar métodos estatísticos na sua Pós-Graduação/Pesquisa?","Qual a importância que você atribui à Estatística no seu trabalho de Pós-Graduação/Pesquisa? ","Se você está fazendo Pós-Graduação, qual a sua principal expectativa após a conclusão?","Como tomou conhecimento da Disciplina Transversal?","Após se matricular no SIGA, você assistiu alguma aula do ano anterior da Disciplina no YouTube? ","Tem/teve contato ou conhecimento sobre os professores coordenadores da disciplina (Paulo Justiniano e/ou Walmes Zeviani)?","Tem/teve contato ou conhecimento sobre o(s) prof(s). colaboradores da disciplina?","Você cursou o ensino médio em escola pública ou particular?","Você cursou ensino médio tradicional ou profissionalizante?","Qual o seu sexo?","Qual a sua altura?","Qual o seu peso?","Qual a data do seu nascimento?","Qual das seguintes categorias descreve melhor sua situação de emprego?","Com quem você mora?","Quantos irmãos você tem?","Qual a sua origem?","Possui habilitação para dirigir? Qual categoria?","Qual seu meio de transporte predominante que utilizava ou utilizaria para Universidade em atividades presenciais?","Em média, quanto tempo você demorava ou demoraria para chegar a Universidade?","Em média, quantas vezes você usa táxi/aplicativo de transporte durante o mês?","Possui animal de estimação?","Toca algum instrumento musical?","De quais redes sociais você participa?","Você pratica atividade física regularmente?","Quantas vezes por semana você se exercita?","Qual atividade você pratica?","Você teve ao menos um teste positivo para covid-19?","Você conhece alguém que já foi infectado pela covid-19?","Você faz parte do grupo de risco?","Dentre as pessoas que você convive, há ao menos uma pertencente ao grupo de risco?","Você foi vacinado contra a covid-19?","Quais das medidas a seguir você considera eficazes na prevenção à covid-19?","E quais das medidas você efetivamente segue para fins de prevenção?","Como a pandemia afetou sua renda?","Como a pandemia afetou seus estudos?","Como a pandemia afetou seu aprendizado?","Você aprova o formato remoto de ensino?","Você sente mais dificuldades no formato remoto quando comparado ao presencial?","Você acha que a pandemia vai afetar o tempo de conclusão da sua pós graduação?","Quantos anos você acha que a pessoa da foto abaixo tem?","Observe as figuras abaixo. Uma delas se chama ""Bouba"" e a outra ""Kiki"". Quem é quem?",
"11/03/2021 14:19:55","UEPG",,"Mestrado Acadêmico","Ciências Biológicas",2019,"UEPG","Iniciação científica, Monitoria",,,"UEPG",0,"CAPES",0,0,"Sim","Excel ou similares","Certamente sim",10,"Continuar com a pesquisa e avançar para o próximo curso. Seguir os estudos.","UNIVERSIDADE","Não","Não","Não","Totalmente em escola particular","Ensino médio tradicional","Feminino",169,64,"02/05/1997","Bolsista em tempo integral","Com os pais",2,"Curitiba","Não","Transporte público",60,5,"Cachorro, Gato, Tartaruga","Não toco nenhum instrumento","Facebook, Twitter, Instagram","Não",47,"Corrida","Não","Não","Não","Não","Não","Uso de luvas","Uso de luvas","Não afetou","Estudei menos que o normal","Afetou moderadamente","Não","Sim","Sim",45,"A da esquerda se chama Kiki, a da direita se chama Bouba.",35
"11/03/2021 14:19:56","UFPR","AG - Agrárias","Mestrado Acadêmico","Ciências Biológicas",2008,"pucpr","Iniciação científica, Monitoria",,2022,,0,"Não",2,0,"Não","Excel ou similares","Certamente sim",10,"Continuar com a pesquisa e avançar para o próximo curso. Seguir os estudos.","Site da UFPR ou instituição de origem","Não","Não","Não","Totalmente em escola particular","Ensino médio tradicional","Feminino",160,73,"10/10/1984","Trabalho com carteira assinada/Vínculo Formal","Com o namorado(a)/noivo(a)/cônjuge",3,"Curitiba","B (carro)","Carro/moto próprio",15,1,"Não possuo","Não toco nenhum instrumento","Facebook, Instagram, Linkedin","Não",52,"Musculação","Não","Não","Não","Não","Não","Tratamento precoce (de qualquer espécie)","Tratamento precoce (de qualquer espécie)","Não afetou","Não afetou","Afetou muito","Sim","Sim","Sim",53,"A da esquerda se chama Bouba, a da direita se chama Kiki.",55
"11/03/2021 14:19:57","UFPR","ET - Exatas","Doutorado","Ciências Exatas",2016,"IFPR","Iniciação científica, Monitoria",2017,2019,"UFPR",1,"CNPQ",0,8,"Sim","Excel ou similares","Certamente sim",7,"Continuar com a pesquisa e avançar para o próximo curso. Seguir os estudos.","Site da UFPR ou instituição de origem","Não","Não","Não","Totalmente em escola pública","Ensino médio tradicional","Masculino",175,98,"01/12/1990","Bolsista em tempo integral","Pensão, quarto alugado ou algo similar",1,"Interior do Paraná","A e B (moto e carro)","Bicicleta",15,2,"Não possuo","Não toco nenhum instrumento","Facebook, Instagram","Não",50,"Caminhada","Não","Não","Não","Não","Não","Lavagem frequente das mãos","Lavagem frequente das mãos","Afetou muito","Não afetou","Afetou moderadamente","Sim","Não sei dizer","Não sei dizer",45,"A da esquerda se chama Kiki, a da direita se chama Bouba.",55
"11/03/2021 14:19:58","UFPR","CT - Ciências da Terra","Mestrado Acadêmico","Ciências Exatas",2018,"UFES","Iniciação científica, Monitoria",,,,0,"Não",1,0,"Sim","Excel ou similares","Não sei ainda",7,"Conseguir um emprego.","Site da UFPR ou instituição de origem","Não","Não","Não","Totalmente em escola particular","Ensino médio tradicional","Masculino",180,90,"06/05/1991","desemprego","Com os pais",0,"Outro Estado","A e B (moto e carro)","Transporte público",45,10,"Não possuo","Não toco nenhum instrumento","Facebook, Instagram, Linkedin","Não",53,"Nenhuma","Não","Não","Não","Não","Não","Uso de máscaras","Uso de máscaras","Não afetou","Estudei mais que o normal","Afetou pouco","Não sei dizer","Não","Não",50,"A da esquerda se chama Bouba, a da direita se chama Kiki.",50
"11/03/2021 14:19:59","UFPR","BL - Ciências Biológiccas","Mestrado Acadêmico","Ciências Biológicas",2017,"PUCPR","Iniciação científica, Monitoria",,,,0,"CAPES",1,0,"Não","Excel ou similares","Certamente sim",9,"Conseguir um emprego.","Site da UFPR ou instituição de origem","Não","Não","Não","Totalmente em escola particular","Ensino médio tradicional","Masculino",180,85,"28/06/1992","Bolsista em tempo integral","Com amigos",4,"Outro Estado","B (carro)","Carro/moto próprio",40,4,"Não possuo","Não toco nenhum instrumento","Facebook, Twitter, Instagram","Não",55,"Nenhuma","Não","Não","Não","Não","Não","Uso de álcool em gel","Uso de álcool em gel","Não afetou","Não afetou","Afetou muito","Sim","Não sei dizer","Não sei dizer",50,"A da esquerda se chama Kiki, a da direita se chama Bouba.",60
"11/03/2021 14:19:60","UFPR","SD - Saúde","Mestrado Acadêmico","Ciências Biológicas",2014,"UFPR","Iniciação científica, Monitoria",,,,5,"CAPES",1,0,"Sim","Excel ou similares","Certamente sim",10,"Aumento salarial e oportunidades mais promissoras.","Site da UFPR ou instituição de origem","Não","Não","Não","Totalmente em escola pública","Ensino médio tradicional","Feminino",164,65,"28/06/1988","Trabalho ocasional","Com o namorado(a)/noivo(a)/cônjuge",1,"Outro Estado","B (carro)","Carro/moto próprio",20,3,"Não possuo","Não toco nenhum instrumento","Instagram, Linkedin","Não",55,"Caminhada","Não","Não","Não","Não","Não","Uso de máscaras, Uso de luvas, Uso de proteção ocular, Uso de álcool em gel, Lavagem frequente das mãos, Distanciamento entre indivíduos (1 metro ou mais), Vacinação, Isolamento social","Uso de máscaras, Uso de luvas, Uso de proteção ocular, Uso de álcool em gel, Lavagem frequente das mãos, Distanciamento entre indivíduos (1 metro ou mais), Vacinação, Isolamento social","Afetou pouco","Não afetou","Afetou moderadamente","Sim","Sim","Sim",62,"A da esquerda se chama Bouba, a da direita se chama Kiki.",42
"11/03/2021 14:19:61","UFPR","AG - Agrárias","Mestrado Acadêmico","Ciências Biológicas",2008,"PUCPR","Iniciação científica, Monitoria",,,,0,"Não",2,0,"Não","Excel ou similares","Certamente sim",10,"Continuar com a pesquisa e avançar para o próximo curso. Seguir os estudos.","Site da UFPR ou instituição de origem","Não","Não","Não","Totalmente em escola particular","Ensino médio tradicional","Feminino",160,73,"10/10/1984","Trabalho com carteira assinada/Vínculo Formal","Com o namorado(a)/noivo(a)/cônjuge",3,"Curitiba","B (carro)","Carro/moto próprio",15,1,"Não possuo","Não toco nenhum instrumento","Facebook, Instagram, Linkedin","Não",56,"Futebol","Sim","Sim","Sim","Sim","Sim","Isolamento social","Isolamento social","Não afetou","Estudei mais que o normal","Afetou moderadamente","Não sei dizer","Não","Não",53,"A da esquerda se chama Bouba, a da direita se chama Kiki.",57
"11/03/2021 14:19:62","UFPR","BL - Ciências Biológiccas","Mestrado Profissional","Ciências Biológicas",2016,"PUCPR","Iniciação científica, Monitoria, Centro Acadêmico, Ciência sem fronteiras",2020,,,0,"Não",1,0,"Sim","Excel ou similares","Certamente sim",9,"Continuar com a pesquisa e avançar para o próximo curso. Seguir os estudos.","Site da UFPR ou instituição de origem","Não","Não","Não","Totalmente em escola pública","Ensino médio tradicional","Feminino",168,80,"30/01/1992","Trabalho com carteira assinada/Vínculo Formal","Sozinho",0,"Região metropolitana","B (carro)","Carro/moto próprio",30,3,"Gato","Não toco nenhum instrumento","Facebook, Instagram, Linkedin","Não",44,"Caminhada","Não","Não","Não","Não","Não","Uso de álcool em gel","Uso de álcool em gel","Afetou moderadamente","Não afetou","Afetou moderadamente","Sim","Sim","Sim",50,"A da esquerda se chama Bouba, a da direita se chama Kiki.",65
"11/03/2021 14:19:63","Não sou aluno de pós graduação",,"Mestrado Acadêmico","Ciências Exatas",2020,"UNILA","Iniciação científica, Monitoria, Empresa Júnior",,,,0,"Não",1,0,"Sim","Excel ou similares","Não sei ainda",5,"Aumento salarial e oportunidades mais promissoras.","Pelo(a)  orientador(a)","Não","Não","Não","Totalmente em escola particular","Ensino médio tradicional","Feminino",161,57,"21/04/1994","Nao tenho emprego","Pensão, quarto alugado ou algo similar",3,"Outro País","Não","Transporte público",20,0,"Cachorro","Violão, Outro","Facebook, Instagram, Linkedin","Não",58,"Vôlei","Não","Não","Não","Não","Não","Tratamento precoce (de qualquer espécie)","Tratamento precoce (de qualquer espécie)","Afetou moderadamente","Não afetou","Não afetou","Sim","Sim","Sim",50,"A da esquerda se chama Bouba, a da direita se chama Kiki.",45
"11/03/2021 14:19:64","UFPR","SD - Saúde","Mestrado Acadêmico","Ciências Biológicas",2015,"UNIBRASIL","Iniciação científica, Monitoria, GRUPOS DE PESQUISA",,,,1,"CAPES",0,0,"Não","Excel ou similares","Certamente sim",8,"NÃO SEI, AINDA NÃO CONCLUI A PÓS-GRADUAÇÃO. ","Pelo(a)  orientador(a)","Não","Não","Não","Totalmente em escola pública","Ensino médio tradicional","Masculino",171,77,"23/04/1989","Bolsista em tempo integral","Com o namorado(a)/noivo(a)/cônjuge",1,"Interior do Paraná","B (carro)","Carro/moto próprio",20,0,"Cachorro","Não toco nenhum instrumento","Nenhuma","Não",16,"Corrida","Não","Não","Não","Não","Não","Uso de máscaras","Uso de máscaras","Não afetou","Estudei menos que o normal","Afetou moderadamente","Não","Sim","Sim",70,"A da esquerda se chama Kiki, a da direita se chama Bouba.",42
"11/03/2021 14:19:65","UEPG",,"Mestrado Acadêmico","Ciências Biológicas",2019,"UEPG","Iniciação científica, Monitoria, Projeto de extensão",,,,0,"CNPQ",1,0,"Sim","Excel ou similares","Certamente sim",8,"Aumento salarial e oportunidades mais promissoras.","Pelo(a)  orientador(a)","Não","Não","Não","Totalmente em escola particular","Ensino médio tradicional","Feminino",157,49,"14/03/1997","Bolsista em tempo integral","Com os pais",0,"Outro País","A e B (moto e carro)","Carro/moto próprio",10,0,"Cachorro","Não toco nenhum instrumento","Facebook, Instagram, Linkedin","Não",4,"Basquete","Não","Não","Não","Não","Não","Vacinação","Vacinação","Afetou muito","Estudei mais que o normal","Afetou moderadamente","Não sei dizer","Não","Não",53,"A da esquerda se chama Bouba, a da direita se chama Kiki.",60
"11/03/2021 14:19:66","UNICENTRO",,"Mestrado Acadêmico","Ciências Biológicas",2019,"UNICENTRO","Iniciação científica, Monitoria, Projeto de extensão",,,,0,"CAPES",2,0,"Sim","Excel ou similares","Certamente sim",8,"Continuar com a pesquisa e avançar para o próximo curso. Seguir os estudos.","Pelos professores que ministram/ministraram disciplinas da Transversal","Não","Não","Sim","Totalmente em escola pública","Ensino médio tradicional","Feminino",176,90,"08/02/1998","Bolsista em tempo integral","Com os pais",2,"Interior do Paraná","B (carro)","Carro/moto próprio",25,0,"Cachorro","Não toco nenhum instrumento","Facebook, Google+, Instagram","Não",16,"Futebol","Não","Não","Não","Não","Não","Distanciamento entre indivíduos (1 metro ou mais)","Distanciamento entre indivíduos (1 metro ou mais)","Afetou muito","Estudei mais que o normal","Não afetou","Não sei dizer","Não","Não",53,"A da esquerda se chama Bouba, a da direita se chama Kiki.",48
"11/03/2021 14:19:67","UFPR","AG - Agrárias","Mestrado Acadêmico","Ciências Biológicas",2014,"FACTO","Iniciação científica, Monitoria, Projeto de extensão",,,,2,"Não",2,0,"Sim","Excel ou similares","Certamente sim",10,"Continuar com a pesquisa e avançar para o próximo curso. Seguir os estudos.","Pelo(a)  orientador(a)","Não","Não","Não","Parte em escola pública, parte em particular","Ensino médio tradicional","Masculino",178,105,"11/05/1983","Trabalho ocasional","Sozinho",2,"Outro Estado","Superior à B","A pé",30,1,"Cachorro","Não toco nenhum instrumento","Instagram, Linkedin","Não",17,"Nenhuma","Não","Não","Não","Não","Não","Uso de proteção ocular","Uso de proteção ocular","Afetou pouco","Estudei menos que o normal","Afetou pouco","Não","Sim","Sim",47,"A da esquerda se chama Kiki, a da direita se chama Bouba.",45
"11/03/2021 14:19:68","UEPG",,"Mestrado Acadêmico","Ciências Biológicas",2019,"UEPG","Iniciação científica, Monitoria, Projeto de extensão",,,,0,"CNPQ",1,0,"Sim","Excel ou similares","Certamente sim",9,"Continuar com a pesquisa e avançar para o próximo curso. Seguir os estudos.","Pelo(a)  orientador(a)","Não","Não","Não","Totalmente em escola particular","Ensino médio tradicional","Feminino",157,49,"14/03/1997","Bolsista em tempo integral","Com os pais",0,"Outro País","A e B (moto e carro)","Carro/moto próprio",15,5,"Cachorro","Violão","Facebook, Instagram, Linkedin, Outras","Não",25,"Vôlei","Sim","Sim","Sim","Sim","Sim","Isolamento social","Isolamento social","Extinguiu minha renda","Não afetou","Não afetou","Sim","Não sei dizer","Não sei dizer",51,"A da esquerda se chama Kiki, a da direita se chama Bouba.",45
"11/03/2021 14:19:69","UEPG",,"Mestrado Acadêmico","Ciências Biológicas",2019,"UEPG","Iniciação científica, Monitoria, Projeto de extensão",,,,0,"CAPES",0,0,"Sim","Excel ou similares","Certamente sim",10,"Aumento salarial e oportunidades mais promissoras.","Site da UFPR ou instituição de origem","Não","Não","Não","Totalmente em escola particular","Ensino médio tradicional","Masculino",185,87,"03/10/1997","Bolsista em tempo integral","Com os pais",1,"Interior do Paraná","B (carro)","Carro/moto próprio",12,1,"Cachorro","Não toco nenhum instrumento","Facebook, Instagram","Não",21,"Nenhuma","Não","Não","Não","Não","Não","Vacinação","Vacinação","Não afetou","Não afetou","Afetou pouco","Sim","Sim","Sim",40,"A da esquerda se chama Bouba, a da direita se chama Kiki.",48
"11/03/2021 14:19:70","UFPR","CT - Ciências da Terra","Mestrado Acadêmico","Ciências Exatas",2020,"UFRR","Iniciação científica, Monitoria, Projeto de extensão",,,,0,"Não",1,1,"Sim","Excel ou similares","Certamente sim",6,"Aumento salarial e oportunidades mais promissoras.","Site da UFPR ou instituição de origem","Não","Não","Não","Totalmente em escola pública","Ensino médio tradicional","Feminino",161,55,"01/05/1998","DESEMPREGADA","Pensão, quarto alugado ou algo similar",3,"Outro Estado","Não","A pé",40,2,"Não possuo","Não toco nenhum instrumento","Instagram, Linkedin","Não",28,"Ciclismo","Não","Não","Não","Não","Não","Vacinação","Vacinação","Não afetou","Estudei mais que o normal","Afetou moderadamente","Não sei dizer","Não","Não",51,"A da esquerda se chama Bouba, a da direita se chama Kiki.",50
"11/03/2021 14:19:71","UFPR","SD - Saúde","Mestrado Acadêmico","Ciências Humanas",2014,"UNIVALI ","Iniciação científica, Monitoria, Projeto de extensão",2019,,"UFPR",3,"Não",1,4,"Sim","Excel ou similares","Certamente sim",10,"Aumento salarial e oportunidades mais promissoras.","Por colegas","Não","Não","Não","Totalmente em escola particular","Ensino médio tradicional","Feminino",162,58,"10/09/1990","Trabalho com carteira assinada/Vínculo Formal","Com o namorado(a)/noivo(a)/cônjuge",0,"Outro Estado","A (moto)","Carro/moto próprio",10,2,"Cachorro","Não toco nenhum instrumento","Facebook, Twitter, Instagram, Linkedin","Não",26,"Corrida","Não","Não","Não","Não","Não","Lavagem frequente das mãos","Lavagem frequente das mãos","Não afetou","Estudei menos que o normal","Afetou pouco","Não","Sim","Sim",45,"A da esquerda se chama Kiki, a da direita se chama Bouba.",50
"11/03/2021 14:19:72","UFPR","CH - Humanas","Mestrado Acadêmico","Ciências Humanas",2018,"UFPR","Iniciação científica, Monitoria, Projeto de extensão",,,,0,"CAPES",1,1,"Sim","Excel ou similares","Certamente sim",10,"Conseguir um emprego.","Email institucional da SuCom (Superintendência de Comunicação e Marketing)","Não","Não","Não","Totalmente em escola particular","Ensino médio tradicional","Feminino",175,61,"23/02/1995","Bolsista em tempo integral","Com amigos",1,"Outro Estado","B (carro)","Táxi/Aplicativo",7,16,"Não possuo","Não toco nenhum instrumento","Facebook, Twitter, Instagram, Linkedin","Não",29,"Nenhuma","Não","Não","Não","Não","Não","Uso de máscaras","Uso de máscaras","Não afetou","Não afetou","Afetou muito","Sim","Não sei dizer","Não sei dizer",53,"A da esquerda se chama Kiki, a da direita se chama Bouba.",55
"11/03/2021 14:19:73","UFPR","CT - Ciências da Terra","Mestrado Acadêmico","Ciências Biológicas",2019,"UFPR","Iniciação científica, Monitoria, Projeto de extensão",,,,0,"CAPES",1,1,"Sim","Excel ou similares","Não sei ainda",7,"Continuar com a pesquisa e avançar para o próximo curso. Seguir os estudos.","Site da UFPR ou instituição de origem","Não","Não","Não","Totalmente em escola particular","Ensino médio tradicional","Feminino",163,78,"31/07/1995","Bolsista em tempo integral","Com outros familiares",6,"Curitiba","Não","Transporte público",100,0,"Gato, Pássaro, Tartaruga","Outro","Facebook, Twitter, Google+, Instagram, Linkedin, Outras","Não",35,"Nenhuma","Não","Não","Não","Não","Não","Uso de luvas","Uso de luvas","Não afetou","Estudei menos que o normal","Afetou muito","Não","Sim","Sim",42,"A da esquerda se chama Kiki, a da direita se chama Bouba.",47
"11/03/2021 14:19:74","UFPR","SP - Palotina","Mestrado Acadêmico","Ciências Biológicas",2014,"UEPG","Iniciação científica, Monitoria, Projeto de extensão",,2021,"UFPR",1,"Não",1,6,"Sim","Excel ou similares","Não sei ainda",8,"Aumento salarial e oportunidades mais promissoras.","Site da UFPR ou instituição de origem","Não","Não","Não","Totalmente em escola particular","Ensino médio tradicional","Masculino",185,78,"24/10/1989","Trabalho com carteira assinada/Vínculo Formal","Sozinho",1,"Outro Estado","B (carro)","Carro/moto próprio",60,0,"Gato","Não toco nenhum instrumento","Facebook, Twitter, Instagram, Linkedin, Outras","Não",37,"Caminhada","Não","Não","Não","Não","Não","Vacinação","Vacinação","Não afetou","Estudei menos que o normal","Afetou moderadamente","Não","Sim","Sim",55,"A da esquerda se chama Kiki, a da direita se chama Bouba.",54
"11/03/2021 14:19:75","UFPR","SD - Saúde","Mestrado Acadêmico","Ciências Biológicas",2007,"PUCPR","Iniciação científica, Monitoria, Projeto de extensão",,,,1,"Não",1,0,"Sim","Excel ou similares","Certamente sim",10,"Continuar com a pesquisa e avançar para o próximo curso. Seguir os estudos.","Pelo(a)  orientador(a)","Não","Não","Não","Totalmente em escola particular","Ensino médio tradicional","Feminino",168,69,"27/11/1982","autôomo / cooperativa e carteira assinada","Com o namorado(a)/noivo(a)/cônjuge",1,"Curitiba","B (carro)","Carro/moto próprio",20,2,"Cachorro","Não toco nenhum instrumento","Facebook, Linkedin","Não",43,"Caminhada","Não","Não","Não","Não","Não","Uso de máscaras, Uso de luvas, Uso de proteção ocular, Uso de álcool em gel, Lavagem frequente das mãos, Distanciamento entre indivíduos (1 metro ou mais), Vacinação, Isolamento social","Uso de máscaras, Uso de luvas, Uso de proteção ocular, Uso de álcool em gel, Lavagem frequente das mãos, Distanciamento entre indivíduos (1 metro ou mais), Vacinação, Isolamento social","Não afetou","Estudei mais que o normal","Afetou moderadamente","Não sei dizer","Não","Não",48,"A da esquerda se chama Bouba, a da direita se chama Kiki.",46
