"","ln_instituicao","ln_setorAtuacao","lo_ativAtuacao","ln_setorArea","tc_anoFimGrad","ln_localGrad","ln_progGrad","tc_inicMest","tc_fimMest","ln_localMest","td_artigo","ln_bolsaEstudo","td_estatGrad","td_estatPGrad","lo_soft","ln_enumSoft","lo_importancia","td_notaImport","ln_expectAposPG","ln_conhecTransv","lo_videoTransv","ln_turma","lo_contatoProfDisc","lo_contatoProfColabDisc","ln_medio1","ln_medio2","ln_sexo","tc_altura","tc_peso","dataNasc","ln_tipoTrab","ln_compMoradia","td_numIrmao","ln_origem","ln_tipoHab","ln_tipoTransp","tc_tempoPUniv","td_qtddServTransp","ln_pet","ln_instr","ln_rede","tc_idadeProf","ln_kiki","tc_IMC","tc_idade","id_foto"
"45","uepg",NA,"mestrado academico","ciencias biologicas",2019,"uepg","iniciacao cientifica; monitoria",NA,NA,"outro",0,"capes",1,0,"nao","","certamente sim",10,"continuar com a pesquisa e avancar para o proximo curso. seguir os estudos.","outro","nao","Remota","nao","nao","totalmente em escola particular","ensino medio tradicional","Feminino",167,65,1997-05-02,"bolsista em tempo integral","com os pais",2,"curitiba","nao","transporte publico",50,1,"cachorro; gato; tartaruga","nao toco nenhum instrumento","Facebook; Instagram",47,"B se chama Bouba e A se chama Kiki.",23.3066800530675,23,1
"46","unicentro",NA,"doutorado","ciencias exatas",2013,"unicentro","iniciacao cientifica",2018,2020,"unicentro",0,"nao",0,5,"sim","excel","certamente sim",10,"continuar com a pesquisa e avancar para o proximo curso. seguir os estudos.","pelo(a)  orientador(a)","nao","Remota","nao","nao","totalmente em escola publica","ensino medio tradicional","Masculino",169,80,1989-09-20,"outro","com o namorado(a)/noivo(a)/conjuge",2,"interior","b (carro)","carro/moto proprio",90,0,"cachorro","nao toco nenhum instrumento","Facebook; Instagram",54,"A se chama Bouba e B se chama Kiki.",28.0102237316621,31,1
"47","uepg",NA,"mestrado academico","ciencias biologicas",2018,"uepg","iniciacao cientifica; monitoria",NA,2022,"outro",2,"nao",0,2,"nao","","certamente sim",10,"continuar com a pesquisa e avancar para o proximo curso. seguir os estudos.","outro","nao","Remota","nao","nao","totalmente em escola publica","ensino medio profissionalizante (tecnico)","Masculino",179,105,1995-10-10,"trabalho por contrato","com os pais",1,"interior","b (carro)","carro/moto proprio",5,1,"cachorro; passaro; coelho; outro","nao toco nenhum instrumento","Facebook; Google+; Instagram",46,"B se chama Bouba e A se chama Kiki.",32.7705127805,25,1
"48","unila",NA,"doutorado","ciencias exatas",2015,"outro","iniciacao cientifica; monitoria; empresa junior",2016,2018,"outro",1,"nao",1,11,"sim","excel; assistat","certamente sim",9,"continuar com a pesquisa e avancar para o proximo curso. seguir os estudos.","pelo(a)  orientador(a)","nao","Remota","nao","nao","totalmente em escola particular","ensino medio tradicional","Feminino",174,59,1992-04-01,"trabalho ocasional","com o namorado(a)/noivo(a)/conjuge",3,"outro estado","b (carro)","carro/moto proprio",20,3,"nao possuo","nao toco nenhum instrumento","Twitter; Instagram; Linkedin",45,"B se chama Bouba e A se chama Kiki.",19.4873827454089,29,1
"49","ufpr","sd - saude","doutorado","ciencias biologicas",2015,"ufpr","monitoria",2017,2019,"ufpr",0,"nao",0,1,"sim","spss","certamente sim",10,"aumento salarial e oportunidades mais promissoras.","por colegas","nao","Remota","nao","nao","totalmente em escola particular","ensino medio tradicional","Masculino",176,74,1991-08-01,"trabalho com carteira assinada/vinculo formal","com os pais",1,"reg. metr.","b (carro)","carro/moto proprio",25,0,"cachorro","violao","Facebook; Instagram",55,"B se chama Bouba e A se chama Kiki.",23.8894628099174,29,1
"50","uepg",NA,"mestrado academico","ciencias biologicas",2016,"uepg","iniciacao cientifica; monitoria; projeto de extensao",NA,NA,"outro",0,"nao",0,0,"nao","","nao sei ainda",10,"continuar com a pesquisa e avancar para o proximo curso. seguir os estudos.","pelo(a)  orientador(a)","nao","Remota","nao","nao","parte em escola publica, parte em particular","ensino medio profissionalizante (tecnico)","Feminino",164,61,1992-06-05,"trabalho por contrato","com outros familiares",2,"reg. metr.","b (carro)","carro/moto proprio",25,4,"nao possuo","nao toco nenhum instrumento","Facebook; Google+; Instagram; Linkedin",52,"B se chama Bouba e A se chama Kiki.",22.6799524092802,28,1
"51","unicentro",NA,"doutorado","ciencias biologicas",2015,"utfpr","iniciacao cientifica; monitoria",2016,2018,"outro",8,"nao",1,7,"sim","r; sas; minitab; excel","certamente sim",10,"conseguir um emprego.","pelos professores que ministram/ministraram disciplinas da transversal","nao","Remota","nao","nao","totalmente em escola publica","ensino medio tradicional","Feminino",165,55,1992-12-10,"trabalho por contrato","sozinho",2,"outro estado","a e b (moto e carro)","carro/moto proprio",10,0,"cachorro","nao toco nenhum instrumento","Facebook; Instagram; Linkedin",50,"A se chama Bouba e B se chama Kiki.",20.2020202020202,28,1
"52","ufpr","bl - ciencias biologiccas","doutorado","ciencias biologicas",2006,"unicentro","monitoria; projeto de extensao",2014,2015,"ufpr",5,"nao",0,0,"sim","spss; excel","certamente sim",10,"aumento salarial e oportunidades mais promissoras.","outro","nao","Remota","nao","nao","parte em escola publica, parte em particular","ensino medio tradicional","Feminino",159,52,1983-11-26,"trabalho com carteira assinada/vinculo formal","com o namorado(a)/noivo(a)/conjuge",1,"interior","b (carro)","carro/moto proprio",10,5,"cachorro","nao toco nenhum instrumento","Facebook; Instagram",47,"B se chama Bouba e A se chama Kiki.",20.5688066136624,37,1
"53","uepg",NA,"mestrado academico","ciencias biologicas",2017,"uepg","monitoria; projeto de extensao",NA,NA,"outro",3,"nao",0,0,"nao","","certamente sim",10,"continuar com a pesquisa e avancar para o proximo curso. seguir os estudos.","pelo(a)  orientador(a)","nao","Remota","nao","nao","totalmente em escola particular","ensino medio profissionalizante (tecnico)","Feminino",166,54,1995-07-23,"trabalho por contrato","com os pais",1,"interior","b (carro)","carro/moto proprio",15,0,"nao possuo","piano","Facebook; Twitter; Instagram",48,"A se chama Bouba e B se chama Kiki.",19.5964581216432,25,1
"54","ufpr","tc - tecnologia","mestrado academico","ciencias exatas",2018,"ufpr","iniciacao cientifica; monitoria",NA,NA,"outro",0,"capes",1,8,"sim","excel","nao sei ainda",5,"continuar com a pesquisa e avancar para o proximo curso. seguir os estudos.","site da ufpr ou instituicao de origem","nao","Presencial","nao","nao","totalmente em escola particular","ensino medio tradicional","Feminino",165,55,1995-11-22,"bolsista em tempo integral","com os pais",0,"outro estado","b (carro)","carro/moto proprio",15,1,"cachorro","nao toco nenhum instrumento","Facebook",60,"B se chama Bouba e A se chama Kiki.",20.2020202020202,25,1
"55","ufpr","sd - saude","doutorado","ciencias humanas",1998,"unioeste",NA,2015,2018,"ufpr",2,"nao",2,10,"sim","r; statistica; excel","certamente sim",9,"continuar com a pesquisa e avancar para o proximo curso. seguir os estudos.","pelo(a)  orientador(a)","nao","Presencial","nao","nao","parte em escola publica, parte em particular","ensino medio tradicional","Feminino",158,60,1976-06-07,"trabalho com carteira assinada/vinculo formal","sozinho",2,"interior","b (carro)","taxi/aplicativo",30,30,"nao possuo","nao toco nenhum instrumento","Facebook; Twitter; Google+; Instagram; Linkedin; Outras",35,"B se chama Bouba e A se chama Kiki.",24.034609838167,44,1
"56","uepg","sd - saude","mestrado academico","ciencias biologicas",2019,"outro","monitoria",NA,NA,"outro",0,"capes",1,0,"nao","excel","certamente sim",10,"continuar com a pesquisa e avancar para o proximo curso. seguir os estudos.","site da ufpr ou instituicao de origem","nao","Remota","nao","nao","totalmente em escola particular","ensino medio tradicional","Feminino",165,58,1998-08-26,"bolsista em tempo integral","pensao, quarto alugado ou algo similar",1,"curitiba","b (carro)","a pe",10,5,"nao possuo","piano","Facebook; Twitter; Instagram; Linkedin",50,"B se chama Bouba e A se chama Kiki.",21.3039485766759,22,1
"57","ifpr",NA,"mestrado academico","ciencias humanas",2005,"outro","iniciacao cientifica; monitoria; projeto de extensao",NA,NA,"outro",1,"nao",1,0,"nao","","nao sei ainda",10,"continuar com a pesquisa e avancar para o proximo curso. seguir os estudos.","outro","nao","Remota","nao","sim","parte em escola publica, parte em particular","ensino medio tradicional","Feminino",173,60,1983-12-21,"outro","com o namorado(a)/noivo(a)/conjuge",2,"interior","b (carro)","carro/moto proprio",3,0,"cachorro","nao toco nenhum instrumento","Nenhuma",52,"B se chama Bouba e A se chama Kiki.",20.0474456213038,37,1
"58","uepg","sd - saude","doutorado","ciencias biologicas",2017,"uepg","iniciacao cientifica; monitoria; projeto de extensao",2018,2020,"uepg",0,"capes",1,8,"sim","excel; sigmaplot","certamente sim",8,"continuar com a pesquisa e avancar para o proximo curso. seguir os estudos.","outro","nao","Remota","nao","nao","totalmente em escola particular","ensino medio tradicional","Feminino",166,58,1995-03-06,"trabalho com carteira assinada/vinculo formal","com os pais",2,"interior","b (carro)","carro/moto proprio",15,0,"cachorro; gato; passaro","nao toco nenhum instrumento","Facebook; Twitter; Instagram",52,"A se chama Bouba e B se chama Kiki.",21.0480476121353,26,1
"59","ufpr","tc - tecnologia","mestrado academico","ciencias exatas",2019,"ufpr",NA,NA,NA,"outro",0,"nao",1,0,"sim","minitab","certamente sim",8,"continuar com a pesquisa e avancar para o proximo curso. seguir os estudos.","por colegas","nao","Presencial","sim","nao","totalmente em escola particular","ensino medio tradicional","Masculino",180,82,1995-01-25,"bolsista em tempo integral","com os pais",1,"curitiba","b (carro)","carro/moto proprio",30,3,"cachorro","contrabaixo","Facebook; Twitter; Instagram; Linkedin",45,"B se chama Bouba e A se chama Kiki.",25.3086419753086,26,1
"60","ufpr","sa - sociais aplicadas","mestrado academico","ciencias humanas",2007,"outro","iniciacao cientifica",NA,NA,"outro",0,"nao",0,5,"sim","r","certamente sim",10,"continuar com a pesquisa e avancar para o proximo curso. seguir os estudos.","site da ufpr ou instituicao de origem","sim","Presencial","nao","nao","totalmente em escola publica","ensino medio tradicional","Masculino",186,92,1984-11-27,"trabalho com carteira assinada/vinculo formal","com o namorado(a)/noivo(a)/conjuge",1,"exterior","nao","transporte publico",30,10,"nao possuo","nao toco nenhum instrumento","Facebook; Twitter; Instagram; Linkedin",45,"B se chama Bouba e A se chama Kiki.",26.5926696727945,36,1
"61","unila",NA,"mestrado academico","ciencias exatas",2016,"unila",NA,NA,NA,"outro",0,"nao",1,0,"sim","excel","nao sei ainda",9,"continuar com a pesquisa e avancar para o proximo curso. seguir os estudos.","site da ufpr ou instituicao de origem","nao","Remota","nao","nao","parte em escola publica, parte em particular","ensino medio profissionalizante (tecnico)","Masculino",170,75,1966-05-28,"outro","com o namorado(a)/noivo(a)/conjuge",4,"curitiba","a e b (moto e carro)","carro/moto proprio",20,0,"nao possuo","nao toco nenhum instrumento","Facebook",50,"B se chama Bouba e A se chama Kiki.",25.9515570934256,54,1
"62","unicentro",NA,"doutorado","ciencias biologicas",2010,"outro","iniciacao cientifica",2011,2013,"outro",0,"nao",1,2,"sim","minitab; statistica; excel","certamente sim",10,"aumento salarial e oportunidades mais promissoras.","pelos professores que ministram/ministraram disciplinas da transversal","nao","Remota","nao","nao","totalmente em escola publica","ensino medio tradicional","Feminino",165,57,1986-01-25,"trabalho com carteira assinada/vinculo formal","sozinho",2,"outro estado","b (carro)","carro/moto proprio",240,0,"gato","nao toco nenhum instrumento","Instagram",50,"A se chama Bouba e B se chama Kiki.",20.9366391184573,35,1
"63","unicentro","ag - agrarias","doutorado","ciencias exatas",2012,"outro","iniciacao cientifica; projeto de extensao",2013,2015,"outro",5,"capes",3,15,"sim","r; excel; matlab; assistat; systat","certamente sim",8,"conseguir um emprego.","email institucional da sucom (superintendencia de comunicacao e marketing)","nao","Remota","sim","nao","totalmente em escola publica","ensino medio tradicional","Feminino",160,55,1990-10-11,"bolsista em tempo integral","com amigos",1,"outro estado","b (carro)","transporte publico",30,2,"cachorro","teclado; piano","Facebook; Google+; Instagram",37,"B se chama Bouba e A se chama Kiki.",21.484375,30,1
"64","ufpr","sd - saude","doutorado","ciencias biologicas",2009,"ufpr","iniciacao cientifica; projeto de extensao",2016,2018,"ufpr",1,"nao",1,24,"sim","r; spss; excel","certamente sim",9,"aumento salarial e oportunidades mais promissoras.","outro","nao","Remota","nao","nao","totalmente em escola publica","ensino medio tradicional","Masculino",170,74,1987-06-05,"outro","com o namorado(a)/noivo(a)/conjuge",2,"curitiba","b (carro)","carro/moto proprio",5,4,"cachorro","nao toco nenhum instrumento","Facebook; Instagram",52,"B se chama Bouba e A se chama Kiki.",25.6055363321799,33,1
"65","ufpr","sd - saude","doutorado","ciencias biologicas",2013,"ufpr","iniciacao cientifica; projeto de extensao",2016,2018,"ufpr",2,"capes",1,2,"sim","excel; prisma","certamente sim",10,"aumento salarial e oportunidades mais promissoras.","email institucional da sucom (superintendencia de comunicacao e marketing)","nao","Remota","nao","nao","totalmente em escola particular","ensino medio tradicional","Feminino",170,65,1991-03-19,"bolsista em tempo integral","com o namorado(a)/noivo(a)/conjuge",0,"curitiba","b (carro)","carro/moto proprio",25,0,"cachorro","nao toco nenhum instrumento","Instagram",45,"B se chama Bouba e A se chama Kiki.",22.4913494809689,30,1
"66","ufpr","ag - agrarias","mestrado academico","ciencias biologicas",2019,"ufpr","iniciacao cientifica; monitoria",NA,NA,"outro",1,"nao",2,0,"sim","r; sas; minitab; excel","certamente sim",10,"continuar com a pesquisa e avancar para o proximo curso. seguir os estudos.","pelo(a)  orientador(a)","nao","Remota","nao","nao","totalmente em escola particular","ensino medio tradicional","Feminino",159,63,1995-11-01,"outro","com os pais",1,"curitiba","b (carro)","carro/moto proprio",10,0,"cachorro","outro","Linkedin; Outras",56,"B se chama Bouba e A se chama Kiki.",24.9199003203987,25,1
"67","unioeste",NA,"doutorado","ciencias biologicas",2012,"outro",NA,2013,2015,"unioeste",0,"nao",1,2,"sim","r","certamente sim",10,"conseguir um emprego.","pelo(a)  orientador(a)","nao","Remota","nao","nao","totalmente em escola publica","ensino medio tradicional","Feminino",172,85,1982-05-24,"trabalho ocasional","com o namorado(a)/noivo(a)/conjuge",2,"interior","a e b (moto e carro)","a pe",15,0,"outro","nao toco nenhum instrumento","Facebook; Instagram",50,"B se chama Bouba e A se chama Kiki.",28.7317468902109,38,1
"68","unicentro",NA,"doutorado","ciencias exatas",2016,"outro","iniciacao cientifica; monitoria; projeto de extensao",2016,2018,"outro",5,"capes",1,6,"sim","r; sas; statistica; spss; excel; matlab","certamente sim",10,"aumento salarial e oportunidades mais promissoras.","site da ufpr ou instituicao de origem","nao","Remota","nao","nao","totalmente em escola publica","ensino medio tradicional","Masculino",170,61,1992-08-17,"bolsista em tempo integral","com amigos",2,"outro estado","b (carro)","transporte publico",30,0,"nao possuo","nao toco nenhum instrumento","Facebook; Twitter; Instagram",50,"B se chama Bouba e A se chama Kiki.",21.1072664359862,28,1
"69","uepg",NA,"mestrado academico","ciencias humanas",2016,"uepg","projeto de extensao",NA,NA,"outro",0,"nao",0,0,"nao","","nao sei ainda",7,"aumento salarial e oportunidades mais promissoras.","por colegas","nao","Remota","nao","nao","totalmente em escola particular","ensino medio tradicional","Feminino",165,60,1993-05-26,"trabalho com carteira assinada/vinculo formal","sozinho",0,"interior","b (carro)","bicicleta",30,15,"gato","violao; teclado; piano","Facebook; Instagram",55,"A se chama Bouba e B se chama Kiki.",22.038567493113,27,1
"70","ufpr","ch - humanas","doutorado","ciencias humanas",2000,"outro","iniciacao cientifica",2004,2006,"ufpr",1,"nao",0,5,"nao","","certamente sim",10,"continuar com a pesquisa e avancar para o proximo curso. seguir os estudos.","site da ufpr ou instituicao de origem","nao","Remota","nao","nao","totalmente em escola publica","ensino medio profissionalizante (tecnico)","Feminino",168,74,1972-02-13,"trabalho com carteira assinada/vinculo formal","com o namorado(a)/noivo(a)/conjuge",1,"curitiba","b (carro)","carro/moto proprio",15,0,"nao possuo","nao toco nenhum instrumento","Facebook; Twitter; Instagram",42,"B se chama Bouba e A se chama Kiki.",26.218820861678,49,1
"71","unioeste",NA,"mestrado academico","ciencias exatas",2000,"unioeste",NA,NA,NA,"outro",1,"nao",1,0,"nao","","nao sei ainda",7,"continuar com a pesquisa e avancar para o proximo curso. seguir os estudos.","pelo(a)  orientador(a)","nao","Remota","nao","nao","totalmente em escola publica","ensino medio tradicional","Feminino",163,78,1977-02-08,"trabalho por contrato","sozinho",2,"interior","b (carro)","carro/moto proprio",20,1,"nao possuo","piano","Facebook; Instagram",60,"B se chama Bouba e A se chama Kiki.",29.3575219240468,44,1
"72","ufpr","et - exatas","doutorado","ciencias exatas",2015,"utfpr","iniciacao cientifica",2016,2018,"ufpr",1,"capes",1,10,"sim","r; excel; matlab","certamente sim",8,"aumento salarial e oportunidades mais promissoras.","site da ufpr ou instituicao de origem","sim","Presencial","nao","nao","totalmente em escola publica","ensino medio tradicional","Masculino",166,90,1994-06-21,"bolsista em tempo integral","com amigos",2,"interior","a e b (moto e carro)","a pe",15,4,"nao possuo","nao toco nenhum instrumento","Facebook; Instagram; Linkedin; Outras",45,"B se chama Bouba e A se chama Kiki.",32.660763536072,26,1
