"","data_hora","instituicao","setor_ufpr","atividade_ies","area_conhec","fim_grad","inst_grad","programas_grad","inicio_msc","final_msc","inst_msc","artigos","bolsa","materias_est","materias_n_est","software_sn","software_list","met_est","import_met_est","expectativa_pos_pg","conhec_trans","youtube","contat_coord","contat_colab","ensino_medio1","ensino_medio2","sexo","altura","peso","nascimento","emprego","residencia","irmaos","origem","cnh","transporte","tempo_ies","app_transporte","pet","instrumento","redes_sociais","atv_fisica_reg","atv_fisica_n","atv_fisica_qual","covid_positivo","covid_conhecido","covid_gr_risco_me","covid_gr_risco_outro","covid_vacina","medidas_eficazes","medidas_seguidas","covid_renda","covid_estudos","covid_aprendizado","covid_ere","dificuldade_ere","covid_conclusao","descartada","idade_foto","kiki_bouba","quadrados","idade","indica_foto"
"30","14/03/2021 20:27:09","ufpr","ct - ciencias da terra","doutorado","ciencias humanas",2000,"outro","licenciado em geografia",2000,2007,"outro",3,"capes",3,1,"sim","r; spss; excel ou similares","certamente sim",10,"conseguir um emprego.","site da ufpr ou instituicao de origem","sim","nao","nao","totalmente em escola publica","ensino medio tradicional","Masculino",161,86,1976-05-10,"bolsista em tempo integral","pensao, quarto alugado ou algo similar",2,"outro pais","b (carro)","a pe",25,8,"nao possuo","nao toco nenhum instrumento","facebook; twitter; instagram; linkedin","nao",2,"caminhada","nao","sim","nao","sim","nao","uso de mascaras; uso de protecao ocular; uso de alcool em gel; lavagem frequente das maos; distanciamento entre individuos (1 metro ou mais); isolamento social","uso de mascaras; uso de protecao ocular; uso de alcool em gel; lavagem frequente das maos; distanciamento entre individuos (1 metro ou mais); isolamento social","afetou moderadamente","estudei menos que o normal","afetou moderadamente","sim","nao","sim","",24,"a da esquerda se chama kiki, a da direita se chama bouba.",33,45,"C/ barba"
"31","14/03/2021 20:35:30","ufpr","ct - ciencias da terra","doutorado","ciencias exatas",2018,"outro","pet; monitoria; projeto de extensao",2018,2020,"ufpr",1,"capes",1,12,"sim","r; excel ou similares; matlab","certamente sim",9,"conseguir um emprego.","site da ufpr ou instituicao de origem","nao","nao","nao","totalmente em escola publica","ensino medio profissionalizante (tecnico)","Masculino",178,85,1991-10-18,"bolsista em tempo integral","pensao, quarto alugado ou algo similar",1,"outro estado","b (carro)","a pe",10,4,"nao possuo","nao toco nenhum instrumento","facebook","sim",4,"caminhada; corrida","nao","sim","nao","sim","nao","uso de mascaras; uso de luvas; uso de protecao ocular; uso de alcool em gel; lavagem frequente das maos; distanciamento entre individuos (1 metro ou mais); vacinacao; isolamento social","uso de mascaras; uso de alcool em gel; lavagem frequente das maos; distanciamento entre individuos (1 metro ou mais); isolamento social","nao afetou","estudei menos que o normal","afetou moderadamente","nao sei dizer","sim","nao se dizer","",27,"a da esquerda se chama kiki, a da direita se chama bouba.",38,29,"C/ barba"
"32","14/03/2021 20:53:09","ufpr","sd - saude","mestrado academico","ciencias biologicas",2017,"outro","iniciacao cientifica",NA,NA,NA,1,"capes",0,16,"sim","spss; excel ou similares","certamente sim",10,"aumento salarial e oportunidades mais promissoras.","pelo(a)  orientador(a)","nao","nao","nao","totalmente em escola particular","ensino medio profissionalizante (tecnico)","Feminino",163,52,1995-12-30,"bolsista em tempo integral","com o namorado(a)/noivo(a)/conjuge/nucleo familiar proprio",0,"curitiba","b (carro)","carro/moto proprio",20,5,"passaro","teclado; piano","facebook; twitter; instagram; linkedin","sim",3,"caminhada; musculacao","sim","sim","nao","sim","nao","uso de mascaras; uso de alcool em gel; lavagem frequente das maos; distanciamento entre individuos (1 metro ou mais); vacinacao; tratamento precoce (de qualquer especie); isolamento social","uso de mascaras; uso de alcool em gel; lavagem frequente das maos; distanciamento entre individuos (1 metro ou mais); tratamento precoce (de qualquer especie); isolamento social","afetou pouco","estudei menos que o normal","afetou moderadamente","nao sei dizer","sim","sim","",23,"a da esquerda se chama kiki, a da direita se chama bouba.",32,25,"C/ barba"
"33","14/03/2021 20:57:47","ufpr","tc - tecnologia","mestrado academico","ciencias exatas",1999,"ufpr","iniciacao cientifica; monitoria; projeto de extensao; centro academico",NA,NA,NA,0,"capes",1,6,"nao","nunca usei","certamente sim",8,"conseguir um emprego.","site da ufpr ou instituicao de origem","sim","nao","nao","totalmente em escola publica","ensino medio profissionalizante (tecnico)","Masculino",187,95,1974-03-14,"bolsista em tempo integral","com outros familiares",7,"interior do parana","b (carro)","a pe",50,20,"nao possuo","nao toco nenhum instrumento","twitter; instagram","nao",0,"nenhuma","sim","sim","nao","nao","nao","uso de mascaras; uso de alcool em gel; lavagem frequente das maos; distanciamento entre individuos (1 metro ou mais); vacinacao; isolamento social","uso de mascaras; uso de alcool em gel; lavagem frequente das maos; isolamento social","extinguiu minha renda","estudei mais que o normal","afetou moderadamente","sim","nao sei dizer","sim","",23,"a da esquerda se chama kiki, a da direita se chama bouba.",19,47,"C/ barba"
"34","14/03/2021 21:14:32","ufpr",NA,"mestrado academico","ciencias biologicas",2005,"outro","projeto de extensao",NA,NA,NA,0,"nao",1,0,"nao","nunca usei","certamente sim",7,"continuar com a pesquisa e avancar para o proximo curso. seguir os estudos.","site da ufpr ou instituicao de origem","nao","nao","nao","parte em escola publica, parte em particular","ensino medio tradicional","Feminino",162,78,1983-02-16,"trabalho por contrato","com os pais",1,"interior do parana","b (carro)","carro/moto proprio",60,0,"cachorro; gato","nao toco nenhum instrumento","facebook; twitter; google+; instagram; linkedin","nao",0,"nenhuma","sim","sim","nao","sim","nao","uso de mascaras; uso de luvas; uso de protecao ocular; uso de alcool em gel; lavagem frequente das maos; distanciamento entre individuos (1 metro ou mais); vacinacao; isolamento social","uso de mascaras; uso de alcool em gel; lavagem frequente das maos; distanciamento entre individuos (1 metro ou mais); isolamento social","nao afetou","nao afetou","nao afetou","sim","nao","nao","",25,"a da esquerda se chama bouba, a da direita se chama kiki.",26,38,"C/ barba"
"35","14/03/2021 21:22:03","ufpr","bl - ciencias biologiccas","mestrado academico","ciencias biologicas",2019,"outro","iniciacao cientifica",NA,NA,NA,0,"capes",0,0,"sim","r; spss","certamente sim",10,"continuar com a pesquisa e avancar para o proximo curso. seguir os estudos.","site da ufpr ou instituicao de origem","nao","nao","nao","totalmente em escola particular","ensino medio tradicional","Feminino",158,68,1995-10-17,"bolsista em tempo integral","com o namorado(a)/noivo(a)/conjuge/nucleo familiar proprio",1,"outro estado","b (carro)","carro/moto proprio",25,3,"gato","nao toco nenhum instrumento","facebook; twitter; instagram; linkedin; outras","nao",3,"caminhada","nao","sim","nao","nao","nao","uso de mascaras; uso de alcool em gel; lavagem frequente das maos; distanciamento entre individuos (1 metro ou mais); vacinacao; isolamento social","uso de mascaras; uso de alcool em gel; lavagem frequente das maos; distanciamento entre individuos (1 metro ou mais); isolamento social","nao afetou","estudei mais que o normal","afetou moderadamente","nao sei dizer","sim","sim","",26,"a da esquerda se chama kiki, a da direita se chama bouba.",27,25,"C/ barba"
"36","14/03/2021 21:34:26","ufpr","ag - agrarias","doutorado","ciencias biologicas",2018,"uem","iniciacao cientifica; monitoria; projeto de extensao",2018,2019,"uem",4,"nao",1,1,"sim","sas; excel ou similares","certamente sim",9,"aumento salarial e oportunidades mais promissoras.","site da ufpr ou instituicao de origem","nao","nao","nao","totalmente em escola particular","ensino medio tradicional","Masculino",186,95,1995-07-07,"trabalho ocasional","com amigos",2,"outro estado","b (carro)","a pe",30,20,"nao possuo","violao; outro","facebook; twitter; instagram","nao",3,"caminhada","nao","sim","nao","sim","nao","uso de mascaras; uso de protecao ocular; uso de alcool em gel; lavagem frequente das maos; distanciamento entre individuos (1 metro ou mais); vacinacao; isolamento social","uso de mascaras; uso de alcool em gel; lavagem frequente das maos; distanciamento entre individuos (1 metro ou mais); isolamento social","prefiro nao responder","estudei menos que o normal","afetou moderadamente","sim","nao","nao se dizer","",24,"a da esquerda se chama kiki, a da direita se chama bouba.",40,25,"C/ barba"
"37","14/03/2021 21:41:47","uepg",NA,"mestrado academico","ciencias exatas",2019,"outro","iniciacao cientifica; monitoria; projeto de extensao",NA,NA,NA,0,"capes",1,8,"nao","nunca usei","certamente sim",9,"continuar com a pesquisa e avancar para o proximo curso. seguir os estudos.","por colegas","nao","nao","nao","totalmente em escola publica","ensino medio tradicional","Masculino",174,54,1998-02-21,"bolsista em tempo integral","com amigos",12,"outro estado","a e b (moto e carro)","bicicleta",30,0,"nao possuo","nao toco nenhum instrumento","facebook; instagram; outras","nao",0,"nenhuma","nao","sim","nao","sim","nao","uso de mascaras; uso de luvas; uso de protecao ocular; uso de alcool em gel; lavagem frequente das maos; distanciamento entre individuos (1 metro ou mais); vacinacao; isolamento social","uso de mascaras; uso de alcool em gel; lavagem frequente das maos; distanciamento entre individuos (1 metro ou mais); isolamento social","nao afetou","estudei menos que o normal","afetou muito","nao sei dizer","sim","sim","",23,"a da esquerda se chama kiki, a da direita se chama bouba.",40,23,"C/ barba"
"38","14/03/2021 21:42:18","ufpr","et - exatas","mestrado academico","ciencias exatas",2019,"outro","projeto de extensao",NA,NA,NA,1,"capes",2,68,"sim","excel ou similares","certamente sim",8,"conseguir um emprego.","site da ufpr ou instituicao de origem","sim","nao","nao","totalmente em escola particular","ensino medio tradicional","Feminino",173,54,1993-06-18,"bolsista em tempo integral","com os pais",3,"outro estado","b (carro)","bicicleta",13,0,"cachorro","nao toco nenhum instrumento","facebook; instagram; linkedin; outras","sim",6,"corrida; ciclismo; musculacao; yoga","nao","sim","nao","sim","nao","uso de mascaras; distanciamento entre individuos (1 metro ou mais); vacinacao; isolamento social","uso de mascaras; distanciamento entre individuos (1 metro ou mais)","prefiro nao responder","estudei menos que o normal","afetou moderadamente","nao","sim","nao se dizer","",29,"a da esquerda se chama kiki, a da direita se chama bouba.",36,27,"C/ barba"
"39","14/03/2021 21:43:45","ufpr","ag - agrarias","doutorado","ciencias biologicas",2013,"outro","iniciacao cientifica; monitoria",2014,2016,"outro",11,"capes",1,1,"sim","sas; excel ou similares; sisvar","certamente sim",8,"aumento salarial e oportunidades mais promissoras.","por ex-alunos da disciplina","sim","nao","nao","totalmente em escola particular","ensino medio tradicional","Feminino",163,70,1989-09-04,"bolsista em tempo integral","com o namorado(a)/noivo(a)/conjuge/nucleo familiar proprio",2,"outro estado","b (carro)","carro/moto proprio",10,0,"nao possuo","violao","facebook; instagram; linkedin","nao",0,"nenhuma","nao","sim","nao","nao","nao","uso de mascaras; uso de alcool em gel; lavagem frequente das maos; distanciamento entre individuos (1 metro ou mais); vacinacao; isolamento social","uso de mascaras; uso de alcool em gel; lavagem frequente das maos; distanciamento entre individuos (1 metro ou mais)","afetou moderadamente","nao afetou","nao afetou","nao sei dizer","sim","nao se dizer","",28,"a da esquerda se chama kiki, a da direita se chama bouba.",36,31,"C/ barba"
"40","14/03/2021 21:43:47","ufpr","sl - litoral","outro","ciencias exatas",2004,"ufpr","iniciacao cientifica",NA,NA,NA,0,"nao",1,0,"nao","excel ou similares","certamente sim",9,"continuar com a pesquisa e avancar para o proximo curso. seguir os estudos.","site da ufpr ou instituicao de origem","nao","nao","nao","totalmente em escola publica","ensino medio tradicional","Masculino",180,120,1965-06-02,"outro","com outros familiares",1,"curitiba","b (carro)","transporte publico",40,10,"cachorro; gato","nao toco nenhum instrumento","facebook; twitter; google+; instagram; linkedin","sim",4,"caminhada","sim","sim","nao","sim","nao","uso de mascaras; uso de alcool em gel; lavagem frequente das maos; distanciamento entre individuos (1 metro ou mais); vacinacao; isolamento social","uso de mascaras; uso de alcool em gel; lavagem frequente das maos; distanciamento entre individuos (1 metro ou mais); isolamento social","afetou moderadamente","estudei menos que o normal",NA,"sim","nao sei dizer",NA,"",32,"a da esquerda se chama kiki, a da direita se chama bouba.",33,55,"C/ barba"
"41","14/03/2021 21:49:10","ufpr","ag - agrarias","mestrado academico","ciencias biologicas",2019,"ufpr","iniciacao cientifica; monitoria; projeto de extensao",NA,NA,NA,1,"capes",0,1,"sim","statistica; excel ou similares","certamente sim",10,"aumento salarial e oportunidades mais promissoras.","email institucional da sucom (superintendencia de comunicacao e marketing)","nao","sim","nao","totalmente em escola publica","ensino medio profissionalizante (tecnico)","Masculino",170,55,1994-05-01,"bolsista em tempo integral","com outros familiares",1,"curitiba","b (carro)","bicicleta",20,0,"cachorro","nao toco nenhum instrumento","facebook","sim",3,"caminhada; ciclismo","nao","sim","nao","sim","nao","uso de mascaras; uso de alcool em gel; lavagem frequente das maos; distanciamento entre individuos (1 metro ou mais); vacinacao; isolamento social","uso de mascaras; uso de alcool em gel; lavagem frequente das maos; distanciamento entre individuos (1 metro ou mais)","nao afetou","estudei menos que o normal","afetou muito","nao","sim","sim","",27,"a da esquerda se chama kiki, a da direita se chama bouba.",40,26,"C/ barba"
"42","14/03/2021 22:05:47","ufpr","sd - saude","mestrado academico","ciencias biologicas",2019,"outro","ictq",2021,2023,"ufpr",0,"nao",1,0,"sim","excel ou similares","certamente sim",10,"continuar com a pesquisa e avancar para o proximo curso. seguir os estudos.","pelo(a)  orientador(a)","nao","nao","nao","parte em escola publica, parte em particular","ensino medio tradicional","Feminino",160,61,1985-05-14,"trabalho com carteira assinada/vinculo formal","com o namorado(a)/noivo(a)/conjuge/nucleo familiar proprio",2,"outro estado","a e b (moto e carro)","carro/moto proprio",15,0,"cachorro","nao toco nenhum instrumento","facebook; instagram; linkedin","sim",6,"funcional","nao","sim","nao","nao","sim","uso de mascaras; uso de alcool em gel; lavagem frequente das maos; distanciamento entre individuos (1 metro ou mais); vacinacao; isolamento social","uso de mascaras; uso de alcool em gel; lavagem frequente das maos; vacinacao","nao afetou","estudei mais que o normal","afetou pouco","sim","sim","nao","",25,"a da esquerda se chama kiki, a da direita se chama bouba.",24,35,"C/ barba"
"43","14/03/2021 22:25:00","ufpr","jd - juridicas","doutorado","ciencias humanas",2010,"utfpr","iniciacao cientifica",2011,2013,"utfpr",4,"nao",1,0,"sim","r; spss; excel ou similares","certamente sim",9,"continuar com a pesquisa e avancar para o proximo curso. seguir os estudos.","outro","nao","nao","nao","totalmente em escola particular","ensino medio tradicional","Feminino",167,68,1989-10-10,"trabalho com carteira assinada/vinculo formal","com os pais",0,"curitiba","nao","taxi/aplicativo",15,20,"cachorro; gato","nao toco nenhum instrumento","facebook; linkedin","sim",2,"caminhada","nao","sim","nao","sim","nao","uso de mascaras; uso de protecao ocular; uso de alcool em gel; lavagem frequente das maos; distanciamento entre individuos (1 metro ou mais); vacinacao; isolamento social","uso de mascaras; uso de alcool em gel; lavagem frequente das maos; distanciamento entre individuos (1 metro ou mais); vacinacao; isolamento social","nao afetou","nao afetou","afetou pouco","sim","nao sei dizer","nao se dizer","",28,"a da esquerda se chama bouba, a da direita se chama kiki.",36,31,"C/ barba"
